"","date","air quality","food poisoning","noise - residential","illegal parking","plumbing","heat/hot water","noise - street/sidewalk","blocked driveway","non-emergency police matter","animal in a park","noise - vehicle","noise","rodent","drug activity","traffic signal condition","graffiti","general construction/plumbing","lead","smoking","consumer complaint","street light condition","paint/plaster","unsanitary condition","abandoned vehicle","homeless person assistance","sewer","elevator","unsanitary animal pvt property","noise - commercial","unleashed dog","urinating in public","door/window","water system","violation of park rules","appliance","food establishment","water leak","sanitation condition","street condition","for hire vehicle complaint","curb condition","electric","safety","electrical","homeless street condition","general","street sign - missing","flooring/stairs","emergency response team (ert)","dirty conditions","building/use","sidewalk condition","boilers","new tree request","indoor sewage","illegal animal kept as pet","broken parking meter","indoor air quality","water quality","overgrown tree/branches","damaged tree","root/sewer/sidewalk condition","home delivered meal - missed delivery","mobile food vendor","outside building","highway condition","street sign - damaged","water conservation","maintenance or facility","other enforcement","illegal tree damage","dead/dying tree","animal-abuse","hazardous materials","derelict vehicles","asbestos","taxi complaint","school maintenance","covid-19 non-essential construction","derelict bicycle","noise - park","noise - house of worship","street sign - dangling","special projects inspection team (spit)","traffic","missed collection (all materials)","vending","taxi report","panhandling","unsanitary pigeon condition","bike/roller/skate chronic","day care","noise - helicopter","industrial waste","construction lead dust","drinking","lost property","illegal fireworks","encampment","bus stop shelter complaint","non-residential heat","noncompliance with phased reopening","standing water","missed collection","outdoor dining","private or charter school reopening","mass gathering complaint","snow","snow removal","dirty condition","vaccine mandate non-compliance","storm","snow or ice","illegal dumping","litter basket request","residential disposal complaint","obstruction","dead animal","street sweeping complaint","face covering violation"
"1",2020-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",2020-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",2020-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",2020-04-03,11.2857142857143,3.14285714285714,777.714285714286,196.571428571429,76.2857142857143,367.571428571429,201.571428571429,105.857142857143,713.142857142857,6.14285714285714,106.142857142857,88,43,7.42857142857143,38.5714285714286,11.4285714285714,60.5714285714286,6.57142857142857,7.57142857142857,340.857142857143,213.142857142857,39,92.2857142857143,36.8571428571429,50.5714285714286,33,21.4285714285714,2.57142857142857,38.5714285714286,4.28571428571429,2.57142857142857,30.4285714285714,50.8571428571429,4.14285714285714,19.4285714285714,28,26.7142857142857,5.71428571428571,87.1428571428571,3.57142857142857,7.14285714285714,25.5714285714286,9.28571428571429,1.42857142857143,15,30.8571428571429,4.85714285714286,16,9.71428571428571,43.2857142857143,18.4285714285714,51.8571428571429,3.28571428571429,23.5714285714286,1.71428571428571,0.714285714285714,4.71428571428571,4.57142857142857,2.42857142857143,5.14285714285714,14.1428571428571,3.71428571428571,19.7142857142857,2,0.428571428571429,3.28571428571429,6.28571428571429,4.14285714285714,13.5714285714286,1.85714285714286,2.57142857142857,4.28571428571429,10.2857142857143,2,35.1428571428571,1.14285714285714,2.14285714285714,0.142857142857143,62.7142857142857,0.714285714285714,4.28571428571429,2.14285714285714,3.42857142857143,5.28571428571429,4.42857142857143,0.142857142857143,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",2020-04-04,10.7142857142857,3,788,196.571428571429,75.4285714285714,340.428571428571,226.142857142857,105.857142857143,727.285714285714,6.85714285714286,110.142857142857,79.4285714285714,40.4285714285714,8.71428571428571,36,13.1428571428571,47.5714285714286,5.42857142857143,7.57142857142857,345.857142857143,190.571428571429,38.5714285714286,88.2857142857143,33.8571428571429,52.1428571428571,32.5714285714286,21,2.42857142857143,38.7142857142857,3.85714285714286,2.14285714285714,31.1428571428571,51.7142857142857,5.42857142857143,21.2857142857143,27.4285714285714,26.1428571428571,4.57142857142857,84,3.42857142857143,6,24.2857142857143,8,1.28571428571429,16.5714285714286,33.2857142857143,4.28571428571429,15.8571428571429,7.14285714285714,45,19.4285714285714,53.8571428571429,3,19,1.85714285714286,0.714285714285714,4.42857142857143,4.42857142857143,2.14285714285714,5.42857142857143,15.1428571428571,3.85714285714286,25,2.14285714285714,0.285714285714286,2.85714285714286,6.85714285714286,4.71428571428571,15.8571428571429,1.71428571428571,2.71428571428571,4.71428571428571,9.57142857142857,2,33,1.14285714285714,2.28571428571429,0,87.5714285714286,0.714285714285714,4.28571428571429,2.42857142857143,4.14285714285714,5.71428571428571,5.14285714285714,0,3.28571428571429,0,1,1.57142857142857,1.28571428571429,1.14285714285714,13.5714285714286,0.285714285714286,1.14285714285714,3.28571428571429,1.14285714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",2020-04-05,11.8571428571429,2.57142857142857,809.714285714286,197.428571428571,78.8571428571429,316.142857142857,234.857142857143,104.714285714286,722.142857142857,6.71428571428571,114.428571428571,80,40.1428571428571,8.28571428571429,36.2857142857143,12.4285714285714,40.8571428571429,4.42857142857143,8.28571428571429,345,164.571428571429,38.4285714285714,89.1428571428571,29.1428571428571,52.8571428571429,32.8571428571429,20.2857142857143,3.14285714285714,37.8571428571429,3.57142857142857,1.85714285714286,31.7142857142857,50.2857142857143,5,20.1428571428571,25.7142857142857,26.7142857142857,3.71428571428571,80.7142857142857,2.85714285714286,6.57142857142857,24.1428571428571,7.85714285714286,1.28571428571429,17.4285714285714,32.8571428571429,4.14285714285714,15.1428571428571,5.57142857142857,45.8571428571429,19.1428571428571,51.4285714285714,3.57142857142857,19.8571428571429,1.57142857142857,0.714285714285714,3.85714285714286,4.71428571428571,1.71428571428571,5.85714285714286,15.8571428571429,4,30.1428571428571,2.42857142857143,0.285714285714286,2.42857142857143,7.85714285714286,4.42857142857143,16.4285714285714,2,2.85714285714286,4.85714285714286,11.1428571428571,2,32,0.714285714285714,1.85714285714286,0.142857142857143,107.142857142857,0.428571428571429,4.71428571428571,2.71428571428571,4.85714285714286,5.57142857142857,5.28571428571429,0,2.57142857142857,0,0.857142857142857,1.57142857142857,1.28571428571429,1.14285714285714,12.4285714285714,0.285714285714286,1,3.28571428571429,1.14285714285714,0.571428571428571,0.142857142857143,0.857142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",2020-04-06,12.2857142857143,2.42857142857143,802.714285714286,199.428571428571,73.7142857142857,308.142857142857,228.857142857143,103.142857142857,722.857142857143,6.85714285714286,113.714285714286,79.1428571428571,41.1428571428571,8.71428571428571,41.7142857142857,13.5714285714286,41.2857142857143,4.14285714285714,7.71428571428571,369,142,37.2857142857143,88,28.2857142857143,48.7142857142857,30.7142857142857,20.7142857142857,3.28571428571429,37.4285714285714,3.42857142857143,1.85714285714286,30.2857142857143,50,4.42857142857143,18.7142857142857,25.4285714285714,29.2857142857143,3.42857142857143,76,3.28571428571429,6.57142857142857,24.4285714285714,7.28571428571429,1.28571428571429,20.8571428571429,31.8571428571429,4.42857142857143,14.7142857142857,4.71428571428571,44.1428571428571,19.4285714285714,50.8571428571429,3.28571428571429,22.1428571428571,1.71428571428571,0.857142857142857,3.85714285714286,4.85714285714286,1.42857142857143,7.42857142857143,36.2857142857143,4.42857142857143,34.5714285714286,2.14285714285714,0.571428571428571,2.42857142857143,7.14285714285714,4.14285714285714,15.1428571428571,1.71428571428571,2.85714285714286,5.57142857142857,11.5714285714286,2,32.2857142857143,0.714285714285714,2,0.285714285714286,97.4285714285714,0.428571428571429,4.57142857142857,2.57142857142857,4.71428571428571,5.57142857142857,5.14285714285714,0,2.14285714285714,0,1.14285714285714,1.42857142857143,1.14285714285714,1.28571428571429,13.4285714285714,0.285714285714286,1.14285714285714,2.85714285714286,1,0.428571428571429,0,0.714285714285714,0.714285714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",2020-04-07,12.5714285714286,2.71428571428571,802,205.714285714286,72.4285714285714,352.285714285714,219.571428571429,105.571428571429,736.142857142857,6.57142857142857,111.142857142857,81.2857142857143,44.7142857142857,8.57142857142857,46.4285714285714,14.7142857142857,42.7142857142857,4.42857142857143,7.71428571428571,373.428571428571,119,36,87.2857142857143,30.1428571428571,45.4285714285714,31.5714285714286,19.5714285714286,3.85714285714286,36,3,2.14285714285714,29.8571428571429,50.5714285714286,4.57142857142857,18,25,28.8571428571429,3.14285714285714,72.1428571428571,3.42857142857143,5.71428571428571,24,7.28571428571429,1.57142857142857,22,31.8571428571429,3.85714285714286,14,4.42857142857143,44.4285714285714,20.4285714285714,47.1428571428571,3.71428571428571,27.7142857142857,1.57142857142857,0.857142857142857,3.57142857142857,5.14285714285714,1.71428571428571,8.71428571428571,45,4.85714285714286,40,2.14285714285714,0.714285714285714,2.14285714285714,8.57142857142857,4.28571428571429,15.7142857142857,1.71428571428571,3.71428571428571,7.28571428571429,12.1428571428571,2.28571428571429,30.2857142857143,0.428571428571429,1.71428571428571,0.285714285714286,95.2857142857143,0.857142857142857,3.71428571428571,2.42857142857143,4.85714285714286,4.71428571428571,5,0,1.85714285714286,0,1.14285714285714,1.57142857142857,1.14285714285714,1.14285714285714,15,0.285714285714286,0.857142857142857,3,1,0.428571428571429,0,0.714285714285714,0.714285714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",2020-04-08,12.8571428571429,2.57142857142857,817.714285714286,207.428571428571,68.7142857142857,382.142857142857,211.285714285714,103.571428571429,755.857142857143,6.85714285714286,111.571428571429,79.2857142857143,44.4285714285714,8,47.5714285714286,13,41.5714285714286,4.71428571428571,8.14285714285714,367,119.714285714286,34.1428571428571,88.4285714285714,32.2857142857143,44.2857142857143,30.8571428571429,18.7142857142857,3.57142857142857,37.7142857142857,2.57142857142857,2,28,51.2857142857143,4.71428571428571,17.5714285714286,23.8571428571429,28.5714285714286,3,71.5714285714286,4.14285714285714,5,22.1428571428571,6.85714285714286,1.57142857142857,21.7142857142857,31.1428571428571,4,13.2857142857143,4.57142857142857,43.7142857142857,21,51.7142857142857,3.85714285714286,27.4285714285714,1.42857142857143,0.857142857142857,3.14285714285714,5.28571428571429,1.71428571428571,8.71428571428571,47.5714285714286,5.14285714285714,48,1.85714285714286,0.857142857142857,2.28571428571429,8.57142857142857,4.57142857142857,13.8571428571429,1.57142857142857,4.14285714285714,6.85714285714286,12.8571428571429,2.85714285714286,32.4285714285714,0.428571428571429,2,0.428571428571429,95,1.28571428571429,3.85714285714286,2.57142857142857,5,4.28571428571429,4.71428571428571,0,2.14285714285714,0.142857142857143,1.42857142857143,1.14285714285714,1.14285714285714,1,15,0.285714285714286,0.714285714285714,3,1.14285714285714,0.142857142857143,0,0.714285714285714,0.857142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",2020-04-09,12,2.71428571428571,896.714285714286,210.285714285714,69.2857142857143,395.142857142857,218.142857142857,105.428571428571,784.285714285714,7,117.428571428571,81.4285714285714,45.1428571428571,8,47.5714285714286,14.1428571428571,40.7142857142857,4.85714285714286,8.14285714285714,351.857142857143,119.428571428571,32.7142857142857,88.4285714285714,32.5714285714286,42.8571428571429,29,18.7142857142857,4.14285714285714,37,2.42857142857143,1.85714285714286,27.7142857142857,48,4.14285714285714,16.7142857142857,22.5714285714286,29.2857142857143,3,76.1428571428571,4.28571428571429,5.14285714285714,22.8571428571429,7.14285714285714,1.28571428571429,22,30.8571428571429,3.14285714285714,14,4.71428571428571,43.1428571428571,20,41,3.85714285714286,30.5714285714286,1.71428571428571,1.14285714285714,3,5.42857142857143,1,9.14285714285714,48.8571428571429,5.57142857142857,48.2857142857143,2,0.714285714285714,2.14285714285714,7.57142857142857,4.28571428571429,11.8571428571429,1.85714285714286,4.28571428571429,7,13.5714285714286,3.28571428571429,33.4285714285714,0.571428571428571,2.14285714285714,0.571428571428571,95,2.14285714285714,4,2.57142857142857,5,3.71428571428571,5.42857142857143,0,2,0.142857142857143,1.28571428571429,1.28571428571429,1,1,15.5714285714286,0.142857142857143,0.714285714285714,2.85714285714286,1.14285714285714,0.142857142857143,0,0.571428571428571,0.857142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
